,predict data,true data
996,8150.5596,8173.06
997,8160.631,8237.88
998,8298.54,8693.6
999,8536.765,8859.47
1000,8886.826,8978.99
1001,9159.996,9327.48
1002,9325.478,9076.18
1003,9536.564,9281.7
1004,9530.842,9531.35
1005,9621.574,10209.38
1006,9832.15,10668.63
1007,10346.346,10814.48
1008,10836.845,11017.5
1009,11233.17,11766.4
1010,11731.05,12932.55
1011,12222.758,11132.85
1012,12365.907,12374.35
1013,12414.21,11890.38
1014,12466.926,10737.73
1015,12076.677,10578.72
1016,11381.195,10805.4
1017,10801.218,11984.76
1018,10913.001,11160.49
1019,11368.668,10955.16
1020,11300.042,11232.04
1021,11625.128,11477.01
1022,11773.081,12313.08
1023,11873.189,12586.78
1024,12239.679,12099.9
1025,12564.205,11352.87
1026,12779.031,11803.97
1027,12371.724,11389.1
1028,11907.831,10186.96
1029,11268.989,10873.5
1030,10762.709,9397.72
1031,10269.259,9674.28
1032,9838.347,10638.56
1033,9797.585,10535.75
1034,10024.774,10764.9
1035,10600.56,10587.41
1036,11047.649,10323.62
1037,10990.038,9844.3
1038,10940.906,9772.17
1039,10231.771,9875.17
1040,9882.903,9848.65
1041,9863.456,9473.99
1042,9748.786,9530.0
1043,9736.228,9501.33
1044,9719.45,9589.13
1045,9729.753,10084.7
1046,9838.236,10407.17
1047,10164.3955,10529.55
1048,10595.397,10814.57
1049,11000.49,10980.23
1050,11213.81,11787.99
1051,11582.007,11465.67
1052,11803.832,11960.82
1053,12002.849,11996.41
1054,12271.863,11856.64
1055,12375.865,11282.22
1056,12158.353,11566.84
1057,11917.809,11386.26
1058,11656.876,10858.12
1059,11489.936,10016.96
1060,10912.836,10302.17
1061,10515.334,10359.44
1062,10281.162,10214.52
1063,10202.961,10317.6
1064,10198.167,10917.26
1065,10562.902,10760.56
1066,10964.563,10129.4
1067,11023.968,10111.98
1068,10697.398,10405.81
1069,10575.811,10143.8
1070,10441.134,10135.06
1071,10295.104,10360.28
1072,10304.69,10171.95
1073,10474.827,9717.82
1074,10416.609,9484.55
1075,10068.608,9577.99
1076,9791.02,9600.9
1077,9687.095,9769.79
1078,9660.195,10386.64
